zip,region,dog_patients,dog_enet_predictions,total_popE,median_incomeE,median_ageE,median_rentE,pct_seniors_65p,pct_poverty,pct_bach_plus,pct_renter,pct_white,pct_hispanic,pct_non_english,pct_unemployed
76085,DFW,19,5.068190613901584,11695,91128,43.6,1646,0.19880290722530997,0.08952413557001027,0.18129411764705883,0.13771517996870108,0.8814023086789227,0.10534416417272338,0.0584456143481753,0.027049452373050117
76086,DFW,5,10.814770161303178,21979,65707,35.4,1310,0.1709813913280859,0.11975959406867333,0.22173729410108406,0.46764810637540066,0.8267437099049092,0.16306474361890896,0.1249394438523399,0.0429540989462404
76087,DFW,21,16.74120437825647,31831,101606,41.1,1515,0.1699286858722629,0.08262792166771953,0.3822060826146164,0.10826332933310474,0.877258018912381,0.1312871100499513,0.0937103134817191,0.03896600025467974
76092,DFW,5,6.394965290889135,31212,250001,42.2,2518,0.13116749967961042,0.01989458121745838,0.7069290776525774,0.049305481921323294,0.7575291554530309,0.08836344995514546,0.19544470014891024,0.025114831826937325
76093,DFW,2,1.712700982700579,3485,52832,42.9,1133,0.13113342898134864,0.10258620689655172,0.12888520513883134,0.22537431048069345,0.9314203730272597,0.157532281205165,0.13015968665260624,0.14919354838709678
76102,DFW,20,15.210511415868304,11645,81074,36.8,1579,0.1103477887505367,0.1797799174690509,0.3232497839239412,0.7622588891471067,0.6431945040790039,0.23057106054100474,0.18836300477637868,0.028299894403379093
76103,DFW,143,118.86664659860375,17285,56641,30.8,1062,0.10199595024587793,0.20158497211623128,0.19329771733851384,0.37054545454545457,0.38409025166329186,0.5560312409603703,0.4552634904587388,0.10041794984601848
76104,DFW,260,99.87847286396335,18914,46098,32.4,1253,0.11932959712382363,0.3191362701591081,0.18969019807008633,0.606959111833198,0.38220365866553874,0.45965951147298295,0.4480917317744927,0.0608600583090379
76105,DFW,339,183.8873037854711,23252,44193,29.8,1070,0.1047221744366076,0.24330715688024274,0.049590571669090075,0.48040786598689,0.18574746258386376,0.5781868226389127,0.5260822357550866,0.0877742946708464
76106,DFW,288,409.3139644724193,37777,51972,30.3,1123,0.08754003758900919,0.24184818833817687,0.06670859350433493,0.5132235990382837,0.31775948328347936,0.7962252164015141,0.712987829266899,0.06991605740590306
76107,DFW,131,45.52772837393967,29629,77277,37.6,1395,0.16855108171048636,0.10540632437946276,0.5158466511043275,0.5404765038831117,0.7046812244760201,0.21887340105977252,0.1949808320318046,0.029127867363161482
76108,DFW,287,67.05615716984994,44930,73183,36.4,1362,0.14032940129089694,0.08578701930658496,0.25766625513030134,0.296551724137931,0.6858891609169819,0.28887157801023816,0.203523256372102,0.04197419062712248
76109,DFW,31,26.888430578238253,25658,99102,31.9,1582,0.14646504014342504,0.11927554980595084,0.6699475904384508,0.48036039684146586,0.8004131265102502,0.10277496297451087,0.14042988741044016,0.036150825987110155
76110,DFW,319,225.4615040218337,33640,59933,32.8,1201,0.09515457788347206,0.19544032185963345,0.2706928564448353,0.3787690670450514,0.576872770511296,0.639268727705113,0.545704072513724,0.036902190681888304
76111,DFW,176,118.67223463354581,21366,54884,34.9,1162,0.0861181316109707,0.1315431200413126,0.13449518346937275,0.44350319301446633,0.5323411026865112,0.6935317794626977,0.5619514586908556,0.049866190900981266
76112,DFW,295,144.6713927172035,44116,53335,32.7,1132,0.11193217880134192,0.20021359752772222,0.2049649449134354,0.5069253696452575,0.2959923837156587,0.3131516909964639,0.3014826614385492,0.07374203471764447
76114,DFW,188,81.68888732046815,27297,63454,34.7,1153,0.12298054731289153,0.17047086388028115,0.14099290780141843,0.4512714063310846,0.6424149173901894,0.5905410851009268,0.45348145209283874,0.04378191649143887
